1770619171.256030 server started (20939): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1770619171.256099 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1770619171.256112 using libevent 2.1.12-stable select
1770619171.256127 using utf8proc 2.11.3
1770619171.256136 using ncurses 6.5 20240427
1770619171.310323 yylex_token: end at WS
1770619171.310326 yylex_token: send
1770619171.310329 yylex_token: end at WS
1770619171.310332 yylex_token: -X
1770619171.310336 yylex_token: end at WS
1770619171.310340 yylex_token: toggle-position
1770619171.310344 cmd_parse_build_commands 0:0: bind
1770619171.310347 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.310350 cmd_parse_build_commands 0:2: P
1770619171.310354 cmd_parse_build_commands 0:3 0:0: send
1770619171.310357 cmd_parse_build_commands 0:3 0:1: -X
1770619171.310360 cmd_parse_build_commands 0:3 0:2: toggle-position
1770619171.310364 cmd_parse_build_commands 0:0: send
1770619171.310367 cmd_parse_build_commands 0:1: -X
1770619171.310371 cmd_parse_build_commands 0:2: toggle-position
1770619171.310380 args_parse_flags: next -X
1770619171.310383 args_parse_flags: -X
1770619171.310386 args_parse_flags: next toggle-position
1770619171.310390 args_parse: flags end at 2 of 3
1770619171.310393 args_parse: 2 = toggle-position (type STRING)
1770619171.310398 cmd_parse_build_commands: send-keys -X toggle-position
1770619171.310402 args_parse_flags: next -Tcopy-mode-vi
1770619171.310405 args_parse_flag_argument: -T = copy-mode-vi
1770619171.310408 args_parse_flags: next P
1770619171.310412 args_parse: flags end at 2 of 4
1770619171.310415 args_parse: 2 = P (type STRING)
1770619171.310420 args_parse: 3 = send-keys -X toggle-position (type COMMANDS)
1770619171.310427 cmd_parse_build_commands: bind-key -T copy-mode-vi P { send-keys -X toggle-position }
1770619171.310432 cmdq_get_command: [bind-key/0xac6cbd900] group 2392
1770619171.310435 cmdq_append <global>: [bind-key/0xac6cbd900]
1770619171.310439 yylex_token: end at WS
1770619171.310442 yylex_token: bind
1770619171.310446 yylex_token: end at WS
1770619171.310449 yylex_token: -Tcopy-mode-vi
1770619171.310453 yylex_token: end at WS
1770619171.310456 yylex_token: T
1770619171.310460 yylex_token: end at WS
1770619171.310463 yylex_token: command-prompt
1770619171.310467 yylex_token: end at WS
1770619171.310470 yylex_token: -1p(jump to backward)
1770619171.310474 yylex_token: end at WS
1770619171.310477 yylex_token: send
1770619171.310480 yylex_token: end at WS
1770619171.310483 yylex_token: -X
1770619171.310488 yylex_token: end at WS
1770619171.310491 yylex_token: jump-to-backward
1770619171.310494 yylex_token: end at WS
1770619171.310497 yylex_token: --
1770619171.310501 yylex_token: end at WS
1770619171.310504 yylex_token: %%
1770619171.310508 cmd_parse_build_commands 0:0: bind
1770619171.310511 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.310515 cmd_parse_build_commands 0:2: T
1770619171.310518 cmd_parse_build_commands 0:3 0:0: command-prompt
1770619171.310522 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1770619171.310525 cmd_parse_build_commands 0:3 0:2 0:0: send
1770619171.310529 cmd_parse_build_commands 0:3 0:2 0:1: -X
1770619171.310532 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1770619171.310535 cmd_parse_build_commands 0:3 0:2 0:3: --
1770619171.310539 cmd_parse_build_commands 0:3 0:2 0:4: %%
1770619171.310542 cmd_parse_build_commands 0:0: command-prompt
1770619171.310546 cmd_parse_build_commands 0:1: -1p(jump to backward)
1770619171.310549 cmd_parse_build_commands 0:2 0:0: send
1770619171.310553 cmd_parse_build_commands 0:2 0:1: -X
1770619171.310556 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1770619171.310559 cmd_parse_build_commands 0:2 0:3: --
1770619171.310562 cmd_parse_build_commands 0:2 0:4: %%
1770619171.310566 cmd_parse_build_commands 0:0: send
1770619171.310570 cmd_parse_build_commands 0:1: -X
1770619171.310573 cmd_parse_build_commands 0:2: jump-to-backward
1770619171.310576 cmd_parse_build_commands 0:3: --
1770619171.310579 cmd_parse_build_commands 0:4: %%
1770619171.310584 args_parse_flags: next -X
1770619171.310587 args_parse_flags: -X
1770619171.310591 args_parse_flags: next jump-to-backward
1770619171.310594 args_parse: flags end at 2 of 5
1770619171.310597 args_parse: 2 = jump-to-backward (type STRING)
1770619171.310601 args_parse: 3 = -- (type STRING)
1770619171.310604 args_parse: 4 = %% (type STRING)
1770619171.310611 cmd_parse_build_commands: send-keys -X jump-to-backward -- "%%"
1770619171.310615 args_parse_flags: next -1p(jump to backward)
1770619171.310618 args_parse_flags: -1
1770619171.310622 args_parse_flag_argument: -p = (jump to backward)
1770619171.310625 args_parse: flags end at 2 of 3
1770619171.310632 args_parse: 2 = send-keys -X jump-to-backward -- "%%" (type COMMANDS)
1770619171.310641 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward -- "%%" }
1770619171.310644 args_parse_flags: next -Tcopy-mode-vi
1770619171.310648 args_parse_flag_argument: -T = copy-mode-vi
1770619171.310651 args_parse_flags: next T
1770619171.310659 args_parse: flags end at 2 of 4
1770619171.310662 args_parse: 2 = T (type STRING)
1770619171.310671 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward -- "%%" } (type COMMANDS)
1770619171.310682 cmd_parse_build_commands: bind-key -T copy-mode-vi T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward -- "%%" } }
1770619171.310687 cmdq_get_command: [bind-key/0xac6cbda00] group 2400
1770619171.310690 cmdq_append <global>: [bind-key/0xac6cbda00]
1770619171.310694 yylex_token: end at WS
1770619171.310697 yylex_token: bind
1770619171.310701 yylex_token: end at WS
1770619171.310705 yylex_token: -Tcopy-mode-vi
1770619171.310708 yylex_token: end at WS
1770619171.310711 yylex_token: V
1770619171.310714 yylex_token: end at WS
1770619171.310717 yylex_token: send
1770619171.310721 yylex_token: end at WS
1770619171.310724 yylex_token: -X
1770619171.310728 yylex_token: end at WS
1770619171.310731 yylex_token: select-line
1770619171.310735 cmd_parse_build_commands 0:0: bind
1770619171.310738 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.310741 cmd_parse_build_commands 0:2: V
1770619171.310745 cmd_parse_build_commands 0:3 0:0: send
1770619171.310748 cmd_parse_build_commands 0:3 0:1: -X
1770619171.310752 cmd_parse_build_commands 0:3 0:2: select-line
1770619171.310755 cmd_parse_build_commands 0:0: send
1770619171.310759 cmd_parse_build_commands 0:1: -X
1770619171.310762 cmd_parse_build_commands 0:2: select-line
1770619171.310766 args_parse_flags: next -X
1770619171.310769 args_parse_flags: -X
1770619171.310773 args_parse_flags: next select-line
1770619171.310776 args_parse: flags end at 2 of 3
1770619171.310779 args_parse: 2 = select-line (type STRING)
1770619171.310784 cmd_parse_build_commands: send-keys -X select-line
1770619171.310788 args_parse_flags: next -Tcopy-mode-vi
1770619171.310791 args_parse_flag_argument: -T = copy-mode-vi
1770619171.310794 args_parse_flags: next V
1770619171.310798 args_parse: flags end at 2 of 4
1770619171.310801 args_parse: 2 = V (type STRING)
1770619171.310806 args_parse: 3 = send-keys -X select-line (type COMMANDS)
1770619171.310814 cmd_parse_build_commands: bind-key -T copy-mode-vi V { send-keys -X select-line }
1770619171.310818 cmdq_get_command: [bind-key/0xac6cbdb00] group 2412
1770619171.310821 cmdq_append <global>: [bind-key/0xac6cbdb00]
1770619171.310825 yylex_token: end at WS
1770619171.310828 yylex_token: bind
1770619171.310832 yylex_token: end at WS
1770619171.310835 yylex_token: -Tcopy-mode-vi
1770619171.310838 yylex_token: end at WS
1770619171.310841 yylex_token: W
1770619171.310845 yylex_token: end at WS
1770619171.310848 yylex_token: send
1770619171.310851 yylex_token: end at WS
1770619171.310854 yylex_token: -X
1770619171.310858 yylex_token: end at WS
1770619171.310861 yylex_token: next-space
1770619171.310865 cmd_parse_build_commands 0:0: bind
1770619171.310868 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.310872 cmd_parse_build_commands 0:2: W
1770619171.310875 cmd_parse_build_commands 0:3 0:0: send
1770619171.310878 cmd_parse_build_commands 0:3 0:1: -X
1770619171.310882 cmd_parse_build_commands 0:3 0:2: next-space
1770619171.310885 cmd_parse_build_commands 0:0: send
1770619171.310889 cmd_parse_build_commands 0:1: -X
1770619171.310892 cmd_parse_build_commands 0:2: next-space
1770619171.310896 args_parse_flags: next -X
1770619171.310900 args_parse_flags: -X
1770619171.310903 args_parse_flags: next next-space
1770619171.310906 args_parse: flags end at 2 of 3
1770619171.310910 args_parse: 2 = next-space (type STRING)
1770619171.310915 cmd_parse_build_commands: send-keys -X next-space
1770619171.310918 args_parse_flags: next -Tcopy-mode-vi
1770619171.310922 args_parse_flag_argument: -T = copy-mode-vi
1770619171.310925 args_parse_flags: next W
1770619171.310928 args_parse: flags end at 2 of 4
1770619171.310931 args_parse: 2 = W (type STRING)
1770619171.310936 args_parse: 3 = send-keys -X next-space (type COMMANDS)
1770619171.310944 cmd_parse_build_commands: bind-key -T copy-mode-vi W { send-keys -X next-space }
1770619171.310956 cmdq_get_command: [bind-key/0xac6cbdc00] group 2420
1770619171.310960 cmdq_append <global>: [bind-key/0xac6cbdc00]
1770619171.310963 yylex_token: end at WS
1770619171.310967 yylex_token: bind
1770619171.310971 yylex_token: end at WS
1770619171.310974 yylex_token: -Tcopy-mode-vi
1770619171.310977 yylex_token: end at WS
1770619171.310980 yylex_token: X
1770619171.310984 yylex_token: end at WS
1770619171.310987 yylex_token: send
1770619171.310990 yylex_token: end at WS
1770619171.310993 yylex_token: -X
1770619171.310997 yylex_token: end at WS
1770619171.311000 yylex_token: set-mark
1770619171.311004 cmd_parse_build_commands 0:0: bind
1770619171.311007 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.311010 cmd_parse_build_commands 0:2: X
1770619171.311014 cmd_parse_build_commands 0:3 0:0: send
1770619171.311017 cmd_parse_build_commands 0:3 0:1: -X
1770619171.311020 cmd_parse_build_commands 0:3 0:2: set-mark
1770619171.311024 cmd_parse_build_commands 0:0: send
1770619171.311027 cmd_parse_build_commands 0:1: -X
1770619171.311031 cmd_parse_build_commands 0:2: set-mark
1770619171.311035 args_parse_flags: next -X
1770619171.311038 args_parse_flags: -X
1770619171.311041 args_parse_flags: next set-mark
1770619171.311045 args_parse: flags end at 2 of 3
1770619171.311048 args_parse: 2 = set-mark (type STRING)
1770619171.311053 cmd_parse_build_commands: send-keys -X set-mark
1770619171.311057 args_parse_flags: next -Tcopy-mode-vi
1770619171.311060 args_parse_flag_argument: -T = copy-mode-vi
1770619171.311063 args_parse_flags: next X
1770619171.311067 args_parse: flags end at 2 of 4
1770619171.311070 args_parse: 2 = X (type STRING)
1770619171.311075 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1770619171.311082 cmd_parse_build_commands: bind-key -T copy-mode-vi X { send-keys -X set-mark }
1770619171.311086 cmdq_get_command: [bind-key/0xac6cbdd00] group 2428
1770619171.311090 cmdq_append <global>: [bind-key/0xac6cbdd00]
1770619171.311093 yylex_token: end at WS
1770619171.311096 yylex_token: bind
1770619171.311100 yylex_token: end at WS
1770619171.311103 yylex_token: -Tcopy-mode-vi
1770619171.311107 yylex_token: end at WS
1770619171.311110 yylex_token: ^
1770619171.311113 yylex_token: end at WS
1770619171.311116 yylex_token: send
1770619171.311120 yylex_token: end at WS
1770619171.311123 yylex_token: -X
1770619171.311127 yylex_token: end at WS
1770619171.311130 yylex_token: back-to-indentation
1770619171.311134 cmd_parse_build_commands 0:0: bind
1770619171.311137 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.311141 cmd_parse_build_commands 0:2: ^
1770619171.311144 cmd_parse_build_commands 0:3 0:0: send
1770619171.311147 cmd_parse_build_commands 0:3 0:1: -X
1770619171.311151 cmd_parse_build_commands 0:3 0:2: back-to-indentation
1770619171.311155 cmd_parse_build_commands 0:0: send
1770619171.311158 cmd_parse_build_commands 0:1: -X
1770619171.311161 cmd_parse_build_commands 0:2: back-to-indentation
1770619171.311165 args_parse_flags: next -X
1770619171.311169 args_parse_flags: -X
1770619171.311172 args_parse_flags: next back-to-indentation
1770619171.311175 args_parse: flags end at 2 of 3
1770619171.311179 args_parse: 2 = back-to-indentation (type STRING)
1770619171.311184 cmd_parse_build_commands: send-keys -X back-to-indentation
1770619171.311188 args_parse_flags: next -Tcopy-mode-vi
1770619171.311191 args_parse_flag_argument: -T = copy-mode-vi
1770619171.311194 args_parse_flags: next ^
1770619171.311198 args_parse: flags end at 2 of 4
1770619171.311201 args_parse: 2 = ^ (type STRING)
1770619171.311206 args_parse: 3 = send-keys -X back-to-indentation (type COMMANDS)
1770619171.311214 cmd_parse_build_commands: bind-key -T copy-mode-vi ^ { send-keys -X back-to-indentation }
1770619171.311218 cmdq_get_command: [bind-key/0xac6cbde00] group 2436
1770619171.311222 cmdq_append <global>: [bind-key/0xac6cbde00]
1770619171.311225 yylex_token: end at WS
1770619171.311228 yylex_token: bind
1770619171.311232 yylex_token: end at WS
1770619171.311235 yylex_token: -Tcopy-mode-vi
1770619171.311243 yylex_token: end at WS
1770619171.311246 yylex_token: b
1770619171.311250 yylex_token: end at WS
1770619171.311253 yylex_token: send
1770619171.311256 yylex_token: end at WS
1770619171.311260 yylex_token: -X
1770619171.311263 yylex_token: end at WS
1770619171.311267 yylex_token: previous-word
1770619171.311271 cmd_parse_build_commands 0:0: bind
1770619171.311274 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.311277 cmd_parse_build_commands 0:2: b
1770619171.311281 cmd_parse_build_commands 0:3 0:0: send
1770619171.311284 cmd_parse_build_commands 0:3 0:1: -X
1770619171.311287 cmd_parse_build_commands 0:3 0:2: previous-word
1770619171.311291 cmd_parse_build_commands 0:0: send
1770619171.311294 cmd_parse_build_commands 0:1: -X
1770619171.311298 cmd_parse_build_commands 0:2: previous-word
1770619171.311302 args_parse_flags: next -X
1770619171.311305 args_parse_flags: -X
1770619171.311309 args_parse_flags: next previous-word
1770619171.311312 args_parse: flags end at 2 of 3
1770619171.311315 args_parse: 2 = previous-word (type STRING)
1770619171.311321 cmd_parse_build_commands: send-keys -X previous-word
1770619171.311324 args_parse_flags: next -Tcopy-mode-vi
1770619171.311327 args_parse_flag_argument: -T = copy-mode-vi
1770619171.311330 args_parse_flags: next b
1770619171.311334 args_parse: flags end at 2 of 4
1770619171.311337 args_parse: 2 = b (type STRING)
1770619171.311342 args_parse: 3 = send-keys -X previous-word (type COMMANDS)
1770619171.311350 cmd_parse_build_commands: bind-key -T copy-mode-vi b { send-keys -X previous-word }
1770619171.311354 cmdq_get_command: [bind-key/0xac6cbdf00] group 2444
1770619171.311357 cmdq_append <global>: [bind-key/0xac6cbdf00]
1770619171.311361 yylex_token: end at WS
1770619171.311364 yylex_token: bind
1770619171.311368 yylex_token: end at WS
1770619171.311371 yylex_token: -Tcopy-mode-vi
1770619171.311374 yylex_token: end at WS
1770619171.311377 yylex_token: e
1770619171.311381 yylex_token: end at WS
1770619171.311384 yylex_token: send
1770619171.311387 yylex_token: end at WS
1770619171.311390 yylex_token: -X
1770619171.311394 yylex_token: end at WS
1770619171.311397 yylex_token: next-word-end
1770619171.311401 cmd_parse_build_commands 0:0: bind
1770619171.311404 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.311408 cmd_parse_build_commands 0:2: e
1770619171.311411 cmd_parse_build_commands 0:3 0:0: send
1770619171.311414 cmd_parse_build_commands 0:3 0:1: -X
1770619171.311418 cmd_parse_build_commands 0:3 0:2: next-word-end
1770619171.311421 cmd_parse_build_commands 0:0: send
1770619171.311425 cmd_parse_build_commands 0:1: -X
1770619171.311428 cmd_parse_build_commands 0:2: next-word-end
1770619171.311433 args_parse_flags: next -X
1770619171.311436 args_parse_flags: -X
1770619171.311439 args_parse_flags: next next-word-end
1770619171.311442 args_parse: flags end at 2 of 3
1770619171.311446 args_parse: 2 = next-word-end (type STRING)
1770619171.311451 cmd_parse_build_commands: send-keys -X next-word-end
1770619171.311454 args_parse_flags: next -Tcopy-mode-vi
1770619171.311458 args_parse_flag_argument: -T = copy-mode-vi
1770619171.311461 args_parse_flags: next e
1770619171.311464 args_parse: flags end at 2 of 4
1770619171.311467 args_parse: 2 = e (type STRING)
1770619171.311472 args_parse: 3 = send-keys -X next-word-end (type COMMANDS)
1770619171.311480 cmd_parse_build_commands: bind-key -T copy-mode-vi e { send-keys -X next-word-end }
1770619171.311484 cmdq_get_command: [bind-key/0xac6cbe000] group 2452
1770619171.311487 cmdq_append <global>: [bind-key/0xac6cbe000]
1770619171.311491 yylex_token: end at WS
1770619171.311494 yylex_token: bind
1770619171.311498 yylex_token: end at WS
1770619171.311501 yylex_token: -Tcopy-mode-vi
1770619171.311505 yylex_token: end at WS
1770619171.311508 yylex_token: f
1770619171.311512 yylex_token: end at WS
1770619171.311515 yylex_token: command-prompt
1770619171.311519 yylex_token: end at WS
1770619171.311522 yylex_token: -1p(jump forward)
1770619171.311526 yylex_token: end at WS
1770619171.311529 yylex_token: send
1770619171.311537 yylex_token: end at WS
1770619171.311540 yylex_token: -X
1770619171.311544 yylex_token: end at WS
1770619171.311547 yylex_token: jump-forward
